rank,name,profile,uid,changesets,map_changes,countries,editors,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,tags_create,tags_modify,hashtags,start_date,end_date
843,wcoots,https://www.openstreetmap.org/user/wcoots,18760895,4,615,Malawi,iD 2.21.1,160,244,134,37,9,31,0,0,0,0,0,37.0,7.0,0.0,2.0,0.0,0.0,0.0,0.0,"{""building"": 37}","{""building"": 7, ""highway"": 2}","#hotosm-project-14513,#CycloneFreddy,#TropicalCycloneFreddy,#mrcs",2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
844,Gus2001,https://www.openstreetmap.org/user/Gus2001,16826437,1,615,Canada,JOSM/1.5 (18583 en),479,67,3,59,6,1,0,0,0,53,1,0.0,0.0,20.0,0.0,0.0,2.0,9.0,0.0,"{""surface"": 81, ""tourism"": 57, ""capacity"": 55, ""addr:unit"": 48, ""name"": 34, ""highway"": 20, ""lit"": 20, ""maxspeed"": 20, ""width"": 20, ""access"": 10, ""sidewalk"": 10, ""amenity"": 9, ""barrier"": 8, ""operator"": 8, ""wheelchair"": 5, ""fence_type"": 5, ""leisure"": 4, ""sport"": 3, ""material"": 2, ""maxwidth"": 2, ""smoothness"": 2, ""toilets:disposal"": 1, ""natural"": 1}","{""source"": 5, ""name"": 3, ""waterway"": 2, ""natural"": 2, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:street"": 1, ""admin_level"": 1, ""landuse"": 1, ""resort"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
845,Mazda05,https://www.openstreetmap.org/user/Mazda05,8487368,6,613,Russian Federation,JOSM/1.5 (18700 en),162,36,130,19,211,31,8,15,1,5,1,3.0,188.0,1.0,1.0,0.0,0.0,0.0,0.0,"{""military"": 17, ""landuse"": 16, ""name"": 14, ""type"": 8, ""place"": 6, ""ref"": 6, ""official_name"": 4, ""old_name"": 4, ""operator"": 4, ""name:ru"": 3, ""building"": 3, ""alt_name"": 3, ""alt_short_name"": 3, ""old_ref"": 3, ""name:uk"": 2, ""barrier"": 2, ""short_name"": 2, ""location"": 1, ""highway"": 1, ""description"": 1, ""old_short_name"": 1, ""addr:country"": 1, ""addr:district"": 1, ""name:ce"": 1, ""name:de"": 1, ""name:en"": 1, ""name:os"": 1, ""official_status"": 1}","{""building"": 188, ""building:levels"": 75, ""building:material"": 75, ""roof:material"": 75, ""roof:shape"": 75, ""military"": 29, ""landuse"": 25, ""name"": 22, ""ref"": 20, ""type"": 15, ""old_name"": 14, ""alt_name"": 13, ""official_name"": 13, ""old_ref"": 13, ""barrier"": 10, ""official_status"": 9, ""old_official_name"": 8, ""location"": 7, ""operator"": 5, ""short_name"": 4, ""addr:postcode"": 2, ""name:ru"": 2, ""place"": 2, ""old_short_name"": 2, ""name:lt"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""name:de"": 1, ""name:en"": 1, ""description"": 1, ""note"": 1, ""postal_code"": 1, ""man_made"": 1, ""highway"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
846,Geofreund1,https://www.openstreetmap.org/user/Geofreund1,179581,7,612,Germany,JOSM/1.5 (18678 de),159,286,9,33,123,2,0,0,0,17,26,32.0,87.0,1.0,52.0,0.0,0.0,0.0,13.0,"{""building"": 32, ""addr:housenumber"": 27, ""addr:street"": 27, ""addr:city"": 26, ""addr:country"": 26, ""addr:postcode"": 21, ""power"": 4, ""addr:suburb"": 3, ""highway"": 1, ""surface"": 1, ""tracktype"": 1, ""width"": 1}","{""building"": 87, ""addr:housenumber"": 60, ""addr:street"": 60, ""addr:city"": 59, ""addr:country"": 58, ""highway"": 52, ""addr:postcode"": 45, ""name"": 38, ""direction"": 24, ""surface"": 23, ""amenity"": 13, ""tracktype"": 12, ""addr:suburb"": 12, ""wheelchair"": 11, ""maxspeed"": 8, ""bicycle"": 7, ""shop"": 7, ""opening_hours"": 5, ""website"": 5, ""source:maxspeed"": 5, ""brand"": 5, ""brand:wikidata"": 5, ""parking"": 4, ""motor_vehicle"": 4, ""width"": 4, ""brand:wikipedia"": 4, ""operator"": 4, ""lanes"": 3, ""postal_code"": 3, ""sidewalk"": 3, ""smoothness"": 3, ""traffic_sign"": 2, ""description"": 2, ""leisure"": 2, ""natural"": 2, ""water"": 2, ""incline"": 2, ""tourism"": 2, ""internet_access"": 1, ""drinking_water"": 1, ""old_name"": 1, ""lit"": 1, ""capacity"": 1, ""foot"": 1, ""segregated"": 1, ""sport"": 1, ""vehicle"": 1, ""motorcar"": 1, ""motorcycle"": 1, ""contact:phone"": 1, ""contact:website"": 1, ""ref:shop:num"": 1, ""ref:vatin"": 1, ""addr:housename"": 1, ""alt_name"": 1, ""disused:shop"": 1, ""man_made"": 1, ""phone"": 1, ""denomination"": 1, ""religion"": 1, ""wikipedia"": 1, ""building:levels"": 1, ""access"": 1, ""architect"": 1, ""short_name"": 1, ""ref"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
847,LuigiCotocea,https://www.openstreetmap.org/user/LuigiCotocea,13970639,1,612,Romania,JOSM/1.5 (18646 en),506,2,0,102,2,0,0,0,0,0,0,100.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,"{""addr:city"": 100, ""addr:country"": 100, ""addr:postcode"": 100, ""building"": 100, ""highway"": 2, ""maxspeed"": 2, ""source"": 2, ""surface"": 2}","{""highway"": 2, ""maxspeed"": 2, ""name"": 2, ""source"": 2}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
848,Lorsyvtc,https://www.openstreetmap.org/user/Lorsyvtc,13854686,8,611,Iran (Islamic Republic of),Vespucci 18.1.4.0,385,29,21,68,94,13,0,1,0,30,9,0.0,0.0,54.0,90.0,0.0,0.0,23.0,8.0,"{""highway"": 54, ""name"": 38, ""amenity"": 23, ""leisure"": 8, ""office"": 7, ""landuse"": 6, ""oneway"": 5, ""healthcare"": 2, ""maxspeed"": 2, ""ref"": 2, ""religion"": 1}","{""highway"": 90, ""name"": 33, ""surface"": 20, ""oneway"": 16, ""ref"": 9, ""amenity"": 8, ""maxspeed"": 7, ""name:en"": 3, ""junction"": 3, ""landuse"": 2, ""leisure"": 2, ""brand"": 1, ""fuel:cng"": 1, ""fuel:diesel"": 1, ""name:fa"": 1, ""source:name"": 1, ""tourism"": 1, ""religion"": 1, ""source"": 1, ""distance"": 1, ""network"": 1, ""ref:fa"": 1, ""route"": 1, ""type"": 1, ""wikidata"": 1, ""wikipedia"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
849,hpedit00,https://www.openstreetmap.org/user/hpedit00,7555976,6,611,United States of America,iD 2.25.1,278,168,39,70,47,9,0,0,0,38,19,0.0,4.0,44.0,34.0,0.0,0.0,14.0,3.0,"{""highway"": 44, ""barrier"": 20, ""leisure"": 19, ""amenity"": 14, ""foot"": 10, ""footway"": 8, ""natural"": 7, ""crossing"": 6, ""crossing:markings"": 6, ""sport"": 5, ""incline"": 5, ""surface"": 5, ""fence_type"": 4, ""tourism"": 3, ""level"": 3, ""area"": 2, ""tactile_paving"": 2, ""artwork_type"": 1, ""emergency"": 1, ""information"": 1}","{""highway"": 34, ""foot"": 14, ""building:levels"": 6, ""building:part"": 6, ""natural"": 5, ""landuse"": 5, ""name"": 4, ""building"": 4, ""footway"": 4, ""amenity"": 3, ""historic"": 2, ""layer"": 2, ""crossing"": 2, ""building:min_level"": 2, ""man_made"": 1, ""artwork_type"": 1, ""tourism"": 1, ""area"": 1, ""lanes"": 1, ""tiger:cfcc"": 1, ""tiger:county"": 1, ""tiger:name_base"": 1, ""tiger:name_type"": 1, ""tiger:reviewed"": 1, ""crossing:markings"": 1, ""tactile_paving"": 1, ""access"": 1, ""leisure"": 1, ""lit"": 1, ""surface"": 1, ""barrier"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
850,Rashid86,https://www.openstreetmap.org/user/Rashid86,9165615,1,610,Kazakhstan,iD 2.25.1,141,338,27,19,79,6,0,0,0,0,0,14.0,76.0,5.0,3.0,0.0,0.0,0.0,0.0,"{""building"": 14, ""addr:housenumber"": 9, ""addr:street"": 9, ""highway"": 5}","{""building"": 76, ""addr:housenumber"": 74, ""addr:street"": 74, ""building:levels"": 15, ""highway"": 3, ""name"": 3, ""name:en"": 3, ""name:kk"": 3, ""name:ru"": 3, ""old_name"": 3}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
851,Caledonia659,https://www.openstreetmap.org/user/Caledonia659,14658772,2,609,Japan,iD 2.25.1,190,385,13,2,11,8,0,0,0,0,2,0.0,0.0,2.0,10.0,0.0,1.0,0.0,0.0,"{""highway"": 2, ""name"": 2, ""source"": 2, ""tracktype"": 2, ""bridge"": 1, ""layer"": 1}","{""source"": 10, ""highway"": 10, ""name"": 7, ""tracktype"": 6, ""barrier"": 2, ""operator"": 2, ""width"": 2, ""access"": 1, ""layer"": 1, ""name:en"": 1, ""name:ja"": 1, ""name:ja_rm"": 1, ""note"": 1, ""note:ja"": 1, ""source_ref"": 1, ""waterway"": 1, ""surface"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
852,jemily1,https://www.openstreetmap.org/user/jemily1,11155676,1,605,Spain,iD 2.25.1,300,256,10,26,10,0,0,3,0,5,15,0.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,"{""source"": 30, ""source:date"": 30, ""building:part"": 25, ""building:levels"": 22, ""building:min_level"": 22, ""addr:city"": 5, ""addr:housenumber"": 5, ""addr:postcode"": 5, ""addr:street"": 5, ""footway"": 1, ""highway"": 1}","{""natural"": 14, ""source"": 9, ""building"": 7, ""building:levels"": 7, ""source:date"": 7, ""type"": 3, ""bus"": 1, ""highway"": 1, ""name"": 1, ""public_transport"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
853,m@rio,https://www.openstreetmap.org/user/m%40rio,576108,17,604,Poland,JOSM/1.5 (18700 pl),410,98,19,44,28,5,0,0,0,75,13,39.0,6.0,8.0,25.0,0.0,0.0,0.0,1.0,"{""addr:city:simc"": 70, ""addr:housenumber"": 70, ""addr:postcode"": 70, ""source:addr"": 70, ""addr:city"": 65, ""addr:street"": 65, ""building"": 39, ""highway"": 8, ""addr:place"": 5, ""crossing"": 3, ""traffic_calming"": 2, ""name"": 1}","{""highway"": 25, ""name"": 16, ""surface"": 12, ""addr:city:simc"": 7, ""addr:housenumber"": 7, ""addr:postcode"": 7, ""source:addr"": 7, ""source"": 6, ""building"": 6, ""addr:city"": 5, ""addr:street"": 5, ""oneway"": 4, ""maxspeed"": 4, ""footway"": 4, ""email"": 3, ""website"": 3, ""lit"": 3, ""building:levels"": 3, ""contact:facebook"": 2, ""phone"": 2, ""addr:place"": 2, ""crossing"": 2, ""unsigned_ref"": 2, ""landuse"": 2, ""amenity"": 1, ""opening_hours"": 1, ""leisure"": 1, ""sport"": 1, ""traffic_calming"": 1, ""addr:country"": 1, ""stars"": 1, ""tourism"": 1, ""sidewalk:left"": 1, ""sidewalk:right"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
854,Pajopath,https://www.openstreetmap.org/user/Pajopath,114405,22,604,Germany,iD 2.25.1,90,75,36,27,339,7,4,25,1,5,8,0.0,1.0,31.0,344.0,0.0,0.0,1.0,1.0,"{""highway"": 31, ""name"": 21, ""surface"": 17, ""maxspeed"": 17, ""ref"": 17, ""lanes"": 15, ""lit"": 10, ""oneway"": 9, ""priority_road:backward"": 9, ""priority_road:forward"": 9, ""postal_code"": 8, ""source:maxspeed"": 5, ""traffic_signals"": 4, ""traffic_signals:direction"": 4, ""vehicle"": 4, ""priority_road"": 4, ""restriction"": 4, ""type"": 4, ""crossing"": 2, ""crossing:markings"": 2, ""footway"": 2, ""motorcycle"": 2, ""oneway:bicycle"": 2, ""segregated"": 2, ""note:construction"": 2, ""maxweight"": 2, ""maxweight:conditional"": 2, ""traffic_sign"": 2, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""amenity"": 1, ""opening_hours"": 1, ""operator"": 1, ""note"": 1, ""lcn"": 1}","{""highway"": 344, ""ref"": 328, ""priority_road"": 301, ""maxspeed"": 284, ""lanes"": 237, ""name"": 192, ""surface"": 99, ""source:maxspeed"": 74, ""lanes:forward"": 51, ""lanes:backward"": 50, ""lit"": 50, ""oneway"": 29, ""type"": 25, ""route"": 22, ""network"": 21, ""bridge"": 20, ""layer"": 20, ""turn:lanes:forward"": 20, ""postal_code"": 18, ""website"": 17, ""from"": 16, ""network:wikidata"": 16, ""network:wikipedia"": 16, ""public_transport:version"": 16, ""to"": 16, ""operator"": 15, ""traffic_sign"": 13, ""priority_road:forward"": 12, ""lcn"": 12, ""note"": 12, ""priority_road:backward"": 11, ""maxweight"": 11, ""cycleway:both"": 9, ""maxweight:conditional"": 9, ""zone:traffic"": 7, ""turn:lanes:backward"": 7, ""maxspeed:forward"": 6, ""turn:lanes"": 6, ""maxspeed:backward"": 5, ""maxspeed:type"": 5, ""line"": 5, ""sidewalk"": 4, ""note:construction"": 4, ""via"": 4, ""crossing"": 3, ""width"": 3, ""source:maxspeed:backward"": 3, ""source:maxspeed:forward"": 3, ""destination:forward"": 3, ""colour"": 3, ""tactile_paving"": 2, ""TMC:cid_58:tabcd_1:Class"": 2, ""TMC:cid_58:tabcd_1:LCLversion"": 2, ""TMC:cid_58:tabcd_1:LocationCode"": 2, ""TMC:cid_58:tabcd_1:PrevLocationCode"": 2, ""traffic_signals"": 2, ""traffic_signals:direction"": 2, ""cycleway:right"": 2, ""vehicle"": 2, ""oneway:bicycle"": 2, ""segregated"": 2, ""access:lanes"": 2, ""destination:lanes:backward"": 2, ""destination:ref:to:lanes:backward"": 2, ""destination:symbol:to:lanes:backward"": 2, ""destination:lanes:forward"": 2, ""destination:backward"": 2, ""destination:ref:forward"": 2, ""traffic_calming"": 2, ""network:type"": 2, ""restriction"": 2, ""direction"": 1, ""TMC:cid_58:tabcd_1:NextLocationCode"": 1, ""crossing:markings"": 1, ""addr:city"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""amenity"": 1, ""opening_hours"": 1, ""incline"": 1, ""junction"": 1, ""cycleway:left"": 1, ""cycleway:left:lane"": 1, ""fixme"": 1, ""footway:surface"": 1, ""destination"": 1, ""destination:colour"": 1, ""motorcycle"": 1, ""destination:ref:backward"": 1, ""overtaking"": 1, ""source"": 1, ""building"": 1, ""shop"": 1, ""destination:ref:to:backward"": 1, ""destination:symbol:to:backward"": 1, ""hazard"": 1, ""maxspeed:type:forward"": 1, ""lane_markings"": 1, ""traffic_sign:forward"": 1, ""TMC:cid_58:tabcd_1:Direction"": 1, ""description"": 1, ""roundtrip"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
855,Heptazane,https://www.openstreetmap.org/user/Heptazane,23762,7,603,United States of America,iD 2.25.1,311,193,14,44,38,3,0,0,0,3,2,11.0,9.0,15.0,24.0,5.0,2.0,0.0,0.0,"{""highway"": 15, ""barrier"": 12, ""service"": 12, ""building"": 11, ""intermittent"": 5, ""waterway"": 5, ""leisure"": 3, ""layer"": 2, ""sport"": 2, ""natural"": 1, ""water"": 1, ""tunnel"": 1, ""name"": 1, ""bridge"": 1}","{""highway"": 24, ""name"": 15, ""service"": 10, ""tiger:cfcc"": 9, ""tiger:county"": 9, ""tiger:name_base"": 9, ""tiger:name_type"": 9, ""building"": 9, ""tiger:reviewed"": 6, ""addr:housenumber"": 6, ""tiger:name_direction_prefix"": 6, ""barrier"": 5, ""name_1"": 5, ""tiger:name_base_1"": 5, ""tiger:name_type_1"": 5, ""access"": 4, ""surface"": 4, ""tiger:name_direction_prefix_1"": 4, ""tiger:name_direction_suffix"": 3, ""boat"": 2, ""gnis:feature_id"": 2, ""waterway"": 2, ""bridge"": 1, ""layer"": 1, ""fence_type"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
856,tecmap15,https://www.openstreetmap.org/user/tecmap15,4798255,3,600,Germany,JOSM/1.5 (18706 en),164,175,0,41,220,0,0,0,0,0,171,41.0,220.0,0.0,0.0,0.0,0.0,0.0,2.0,"{""building"": 41}","{""addr:city"": 389, ""addr:country"": 389, ""addr:housenumber"": 389, ""addr:postcode"": 389, ""addr:street"": 389, ""addr:suburb"": 384, ""building"": 220, ""name"": 3, ""amenity"": 2, ""tourism"": 1, ""survey:date"": 1, ""contact:phone"": 1, ""contact:website"": 1, ""cuisine"": 1, ""opening_hours"": 1, ""opening_hours:covid19"": 1, ""outdoor_seating"": 1, ""source"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
857,Antoine Gacioch,https://www.openstreetmap.org/user/Antoine%20Gacioch,5833732,46,600,France,StreetComplete 52.0,0,179,0,0,419,0,0,2,0,0,179,0.0,61.0,0.0,362.0,0.0,0.0,0.0,77.0,{},"{""highway"": 362, ""surface"": 268, ""source"": 155, ""name"": 139, ""maxspeed"": 128, ""oneway"": 106, ""ref"": 81, ""lanes"": 78, ""amenity"": 77, ""crossing"": 76, ""lit"": 73, ""parking"": 73, ""access"": 69, ""lane_markings"": 65, ""tactile_paving"": 63, ""building"": 61, ""fee"": 48, ""operator"": 47, ""material"": 44, ""power"": 44, ""crossing:island"": 38, ""service"": 33, ""cycleway:right"": 30, ""operator:wikidata"": 26, ""junction"": 26, ""crossing_ref"": 23, ""emergency"": 15, ""fire_hydrant:type"": 15, ""public_transport"": 14, ""shelter"": 14, ""addr:housenumber"": 14, ""addr:street"": 14, ""leaf_type"": 14, ""natural"": 14, ""bench"": 13, ""destination"": 13, ""tracktype"": 13, ""bin"": 12, ""fire_hydrant:position"": 12, ""zone:maxspeed"": 11, ""sidewalk"": 11, ""leisure"": 9, ""bus"": 8, ""bridge"": 8, ""layer"": 8, ""source:maxspeed"": 7, ""water_source"": 6, ""maxweight:signed"": 6, ""old_ref"": 6, ""covered"": 5, ""location:transition"": 5, ""hgv"": 5, ""maxweight"": 5, ""capacity"": 5, ""line_management"": 4, ""cycleway"": 4, ""sport"": 4, ""FIXME"": 4, ""capacity:charging"": 4, ""kerb"": 3, ""check_date"": 3, ""wheelchair"": 3, ""substation"": 3, ""transformer"": 3, ""voltage:primary"": 3, ""voltage:secondary"": 3, ""colour"": 3, ""destination:backward"": 3, ""foot"": 3, ""wall"": 3, ""motorroad"": 3, ""carpool"": 3, ""ref:FR:BNCLC"": 3, ""barrier"": 2, ""departures_board"": 2, ""network:wikidata"": 2, ""network:wikipedia"": 2, ""crossing:markings"": 2, ""destination:forward"": 2, ""cycleway:both"": 2, ""capacity:disabled"": 2, ""handrail"": 2, ""incline"": 2, ""ramp"": 2, ""type"": 2, ""num_ligne"": 1, ""objectid"": 1, ""brand"": 1, ""compressed_air"": 1, ""fuel:diesel"": 1, ""fuel:e10"": 1, ""fuel:octane_98"": 1, ""opening_hours"": 1, ""ref:FR:prix-carburants"": 1, ""vending"": 1, ""vending_machine"": 1, ""check_date:shelter"": 1, ""office"": 1, ""network"": 1, ""route_ref"": 1, ""crossing:type"": 1, ""automated"": 1, ""self_service"": 1, ""backrest"": 1, ""abandoned:railway"": 1, ""railway"": 1, ""ref:FR:FANTOIR"": 1, ""cycleway:left"": 1, ""cycleway:right:lane"": 1, ""lanes:backward"": 1, ""lanes:forward"": 1, ""turn:lanes:backward"": 1, ""bicycle"": 1, ""check_date:surface"": 1, ""cycleway:surface"": 1, ""segregated"": 1, ""maxheight"": 1, ""area"": 1, ""step_count"": 1, ""noname"": 1, ""start_date"": 1, ""bridge:structure"": 1, ""man_made"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
858,artuuurs,https://www.openstreetmap.org/user/artuuurs,1823728,7,599,Latvia,iD 2.25.1,247,164,24,48,115,1,0,0,0,3,1,2.0,1.0,44.0,109.0,4.0,2.0,0.0,0.0,"{""highway"": 44, ""surface"": 27, ""smoothness"": 13, ""waterway"": 4, ""man_made"": 3, ""building"": 2, ""layer"": 2, ""tunnel"": 2, ""barrier"": 1, ""tracktype"": 1, ""name"": 1, ""name:etymology:wikidata"": 1, ""name:ru"": 1, ""source"": 1, ""trail_visibility"": 1}","{""highway"": 109, ""smoothness"": 63, ""surface"": 61, ""name"": 26, ""tracktype"": 17, ""source"": 12, ""name:etymology:wikidata"": 6, ""man_made"": 5, ""maxspeed"": 3, ""service"": 3, ""railway"": 2, ""bicycle"": 2, ""description"": 2, ""name:en"": 2, ""waterway"": 2, ""crossing"": 1, ""narrow"": 1, ""sidewalk"": 1, ""name:ru"": 1, ""oneway"": 1, ""addr:city"": 1, ""addr:country"": 1, ""addr:housenumber"": 1, ""addr:postcode"": 1, ""addr:street"": 1, ""building"": 1, ""ref:LV:addr"": 1, ""footway"": 1, ""public_transport"": 1, ""train"": 1, ""foot"": 1, ""piste:difficulty"": 1, ""piste:type"": 1, ""roller_ski"": 1, ""segregated"": 1, ""ref"": 1, ""motor_vehicle"": 1, ""access"": 1, ""tunnel"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
859,VA00,https://www.openstreetmap.org/user/VA00,1745828,13,599,Poland,iD 2.25.1,314,57,77,39,102,7,0,3,0,28,12,6.0,0.0,21.0,80.0,0.0,0.0,12.0,3.0,"{""highway"": 21, ""barrier"": 16, ""surface"": 15, ""check_date"": 13, ""amenity"": 12, ""building"": 6, ""natural"": 5, ""shelter"": 4, ""construction"": 4, ""traffic_calming"": 4, ""smoothness"": 4, ""tracktype"": 4, ""power"": 3, ""leisure"": 3, ""description"": 3, ""bicycle"": 3, ""motor_vehicle"": 3, ""ref"": 3, ""area"": 3, ""wall"": 3, ""direction"": 2, ""generator:method"": 2, ""generator:output:electricity"": 2, ""generator:source"": 2, ""generator:type"": 2, ""foot"": 2, ""name"": 2, ""opening_date"": 2, ""material"": 2, ""source"": 2, ""incline"": 2, ""footway"": 2, ""traffic_signals"": 1, ""denotation"": 1, ""leaf_type"": 1, ""species:pl"": 1, ""sport"": 1, ""office"": 1, ""opening_hours"": 1, ""historic"": 1, ""lockable"": 1, ""cycleway:both"": 1, ""highway:category:pl"": 1, ""lanes"": 1, ""maxaxleload"": 1, ""source:maxaxleload"": 1, ""landuse"": 1, ""mtb:scale"": 1, ""crossing"": 1, ""crossing:markings"": 1}","{""highway"": 80, ""surface"": 61, ""source"": 43, ""check_date"": 42, ""name"": 42, ""tracktype"": 22, ""smoothness"": 20, ""construction"": 16, ""landuse"": 14, ""opening_date"": 11, ""ref"": 9, ""lanes"": 8, ""natural"": 8, ""maxspeed"": 8, ""service"": 7, ""source:maxspeed"": 7, ""access"": 5, ""note"": 5, ""type"": 4, ""lit"": 4, ""highway:category:pl"": 4, ""maxaxleload"": 4, ""overtaking"": 4, ""source:maxaxleload"": 4, ""motor_vehicle"": 3, ""amenity"": 3, ""bridge:support"": 3, ""material"": 3, ""foot"": 3, ""width"": 3, ""network"": 3, ""route"": 3, ""traffic_signals"": 2, ""barrier"": 2, ""shop"": 2, ""bicycle"": 2, ""oneway"": 2, ""layer"": 2, ""toll:bus"": 2, ""toll:hgv"": 2, ""short_name"": 2, ""description"": 2, ""distance"": 2, ""from"": 2, ""operator"": 2, ""to"": 2, ""denomination"": 1, ""historic"": 1, ""religion"": 1, ""brand"": 1, ""brand:wikidata"": 1, ""name:pl"": 1, ""name:uk"": 1, ""ref:csioz"": 1, ""entrance"": 1, ""lockable"": 1, ""shelter"": 1, ""incline"": 1, ""cycleway"": 1, ""location"": 1, ""man_made"": 1, ""unsigned_ref"": 1, ""oneway:bicycle"": 1, ""winter_service"": 1, ""historic:railway:ref"": 1, ""loc_name"": 1, ""railway"": 1, ""survey:date"": 1, ""cycleway:both"": 1, ""seasonal"": 1, ""tourism"": 1, ""mtb:scale"": 1, ""recycling:scrap_metal"": 1, ""recycling_type"": 1, ""maxspeed:type"": 1, ""old_name"": 1, ""bridge"": 1, ""wikidata"": 1, ""wikipedia"": 1, ""colour"": 1, ""osmc:symbol"": 1, ""symbol"": 1, ""trail_visibility"": 1, ""public_transport:version"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
860,DiaouligRu,https://www.openstreetmap.org/user/DiaouligRu,2633945,8,597,France,iD 2.25.1,346,149,14,50,36,2,0,0,0,2,4,3.0,0.0,35.0,17.0,4.0,2.0,1.0,0.0,"{""highway"": 35, ""tracktype"": 19, ""access"": 9, ""natural"": 6, ""waterway"": 4, ""building"": 3, ""landuse"": 2, ""amenity"": 1, ""name"": 1, ""name:br"": 1, ""place"": 1, ""informal"": 1, ""bridge"": 1, ""layer"": 1}","{""highway"": 17, ""landuse"": 16, ""name"": 6, ""name:br"": 5, ""tracktype"": 5, ""source"": 4, ""place"": 3, ""surface"": 3, ""source:name:br"": 2, ""admin_level"": 2, ""boundary"": 2, ""waterway"": 2, ""access"": 2, ""ford"": 1, ""maxspeed"": 1, ""CEMT"": 1, ""boat"": 1, ""motorboat"": 1, ""name:fr"": 1, ""width"": 1}",,2023-04-23 00:00:00+00:00,2023-04-24 00:00:00+00:00
