timestamp,users,changesets,map_changes,highway_len_m,nodes.create,nodes.modify,nodes.delete,ways.create,ways.modify,ways.delete,relations.create,relations.modify,relations.delete,poi.create,poi.modify,building.create,building.modify,highway.create,highway.modify,waterway.create,waterway.modify,amenity.create,amenity.modify,editors,tags_create,tags_modify
2023-11-01,7.0,21.0,2044.0,31631.0,1628.0,322.0,1.0,75.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,8.0,2.0,66.0,9.0,0.0,0.0,0.0,0.0,"{""josm"": 2044}","{""highway"": 66, ""building"": 8, ""name"": 4, ""tracktype"": 1}","{""highway"": 9, ""natural"": 6, ""surface"": 3, ""name"": 3, ""building"": 2, ""ref"": 2, ""ref:old"": 1, ""name:ne"": 1, ""landuse"": 1, ""source"": 1}"
2023-11-02,3.0,8.0,1009.0,630.0,102.0,759.0,0.0,5.0,143.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,138.0,5.0,4.0,0.0,0.0,0.0,0.0,"{""josm"": 1009}","{""highway"": 5, ""name"": 2}","{""building"": 138, ""surface"": 4, ""highway"": 4}"
2023-11-03,7.0,20.0,1996.0,25435.0,1201.0,731.0,8.0,38.0,16.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,31.0,12.0,1.0,0.0,0.0,1.0,"{""josm"": 1958, ""id"": 38}","{""highway"": 31, ""building"": 3, ""waterway"": 1, ""landuse"": 1}","{""highway"": 12, ""surface"": 4, ""natural"": 2, ""name"": 2, ""admin_level"": 1, ""boundary"": 1, ""amenity"": 1}"
2023-11-04,3.0,16.0,1332.0,13271.0,1133.0,145.0,8.0,32.0,12.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,31.0,10.0,0.0,2.0,0.0,0.0,"{""josm"": 1332}","{""highway"": 31}","{""highway"": 10, ""waterway"": 2, ""surface"": 1, ""name"": 1}"
2023-11-05,18.0,90.0,10455.0,113008.0,4948.0,4988.0,8.0,198.0,306.0,7.0,0.0,0.0,0.0,1.0,1.0,7.0,213.0,190.0,61.0,0.0,4.0,0.0,0.0,"{""josm"": 10247, ""id"": 208}","{""highway"": 190, ""building"": 7, ""motorroad"": 2, ""ford"": 1, ""smoothness"": 1, ""surface"": 1}","{""building"": 213, ""name"": 84, ""highway"": 61, ""surface"": 18, ""natural"": 17, ""source"": 9, ""boundary"": 9, ""admin_level"": 9, ""ref"": 8, ""waterway"": 4, ""ref:old"": 4, ""landuse"": 2, ""ford"": 1, ""narrow"": 1, ""description"": 1, ""intermittent"": 1}"
2023-11-06,10.0,45.0,3735.0,48706.0,3333.0,138.0,6.0,89.0,167.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,102.0,83.0,49.0,0.0,1.0,0.0,0.0,"{""josm"": 3577, ""id"": 158}","{""highway"": 83, ""landuse"": 2, ""name"": 1}","{""building"": 102, ""highway"": 49, ""natural"": 10, ""surface"": 10, ""ref"": 8, ""source"": 8, ""boundary"": 5, ""admin_level"": 5, ""name"": 4, ""waterway"": 1, ""route"": 1, ""type"": 1}"
2023-11-07,6.0,39.0,5041.0,18823.0,3729.0,1050.0,44.0,135.0,80.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,130.0,52.0,0.0,0.0,0.0,0.0,"{""josm"": 5018, ""rapid"": 23}","{""highway"": 130, ""source"": 1}","{""highway"": 52, ""name"": 15, ""landuse"": 15, ""surface"": 12, ""building"": 9, ""ref"": 7, ""source"": 5, ""natural"": 4, ""incline"": 4, ""width"": 4, ""name:ne"": 3, ""description"": 2, ""ref:old"": 2, ""smoothness"": 2, ""wheelchair"": 2, ""addr:street"": 1, ""crop"": 1, ""bicycle"": 1, ""addr:city"": 1}"
2023-11-08,15.0,127.0,14261.0,68814.0,9485.0,4202.0,46.0,309.0,213.0,6.0,0.0,0.0,0.0,4.0,2.0,7.0,33.0,295.0,156.0,7.0,11.0,0.0,0.0,"{""josm"": 12954, ""id"": 1307}","{""highway"": 295, ""waterway"": 7, ""building"": 7, ""ford"": 3, ""tunnel"": 1, ""natural"": 1, ""layer"": 1}","{""highway"": 156, ""surface"": 49, ""building"": 33, ""name"": 19, ""waterway"": 11, ""source"": 10, ""natural"": 5, ""ref"": 5, ""boundary"": 4, ""admin_level"": 4, ""ford"": 2, ""intermittent"": 2, ""landuse"": 2, ""narrow"": 1, ""description"": 1, ""ref:old"": 1, ""int_name"": 1}"
2023-11-09,16.0,247.0,28608.0,239069.0,21507.0,5689.0,85.0,713.0,599.0,15.0,0.0,0.0,0.0,8.0,5.0,48.0,228.0,626.0,270.0,15.0,18.0,0.0,0.0,"{""josm"": 24377, ""id"": 4216, ""rapid"": 15}","{""highway"": 626, ""building"": 48, ""waterway"": 15, ""landuse"": 14, ""natural"": 8, ""foot"": 8, ""ford"": 4, ""description"": 2, ""crossing"": 2, ""source"": 2, ""horse"": 1, ""historic"": 1, ""motor_vehicle"": 1, ""lanes"": 1, ""incline"": 1, ""bicycle"": 1}","{""highway"": 270, ""building"": 228, ""surface"": 69, ""natural"": 59, ""name"": 45, ""source"": 24, ""landuse"": 19, ""waterway"": 18, ""ref"": 15, ""sac_scale"": 6, ""boundary"": 6, ""admin_level"": 6, ""tracktype"": 4, ""description"": 4, ""water"": 3, ""intermittent"": 2, ""name:en"": 1, ""short_name:ar"": 1, ""hazard_prone"": 1, ""layer"": 1, ""name:ar"": 1, ""name:hi"": 1, ""foot"": 1, ""alt_name"": 1, ""name:zh"": 1, ""hazard_type"": 1, ""name:ne"": 1, ""alt_name:ar"": 1, ""bridge"": 1, ""name:ur"": 1}"
2023-11-10,22.0,280.0,27677.0,179175.0,24140.0,1982.0,313.0,875.0,360.0,6.0,0.0,1.0,0.0,18.0,3.0,16.0,35.0,732.0,242.0,72.0,11.0,0.0,1.0,"{""josm"": 19534, ""id"": 8143}","{""highway"": 732, ""waterway"": 72, ""natural"": 63, ""building"": 16, ""area"": 11, ""surface"": 7, ""bridge:support"": 4, ""layer"": 3, ""landuse"": 3, ""ford"": 2, ""tracktype"": 2, ""oneway"": 2, ""name"": 2, ""bridge"": 2, ""ref"": 1, ""source"": 1, ""width"": 1}","{""highway"": 242, ""surface"": 53, ""name"": 39, ""natural"": 38, ""building"": 35, ""source"": 27, ""boundary"": 17, ""admin_level"": 17, ""waterway"": 11, ""landuse"": 9, ""ref"": 8, ""description"": 4, ""narrow"": 3, ""width"": 3, ""ford"": 2, ""tracktype"": 2, ""smoothness"": 2, ""name:en"": 1, ""motorroad"": 1, ""geological"": 1, ""route"": 1, ""ref:old"": 1, ""area"": 1, ""type"": 1, ""isced:level"": 1, ""name:zh"": 1, ""leisure"": 1, ""incline"": 1, ""amenity"": 1, ""wheelchair"": 1}"
2023-11-11,6.0,26.0,2130.0,5057.0,1910.0,168.0,0.0,34.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,1.0,23.0,17.0,0.0,0.0,0.0,0.0,"{""josm"": 2046, ""id"": 84}","{""highway"": 23, ""building"": 11}","{""highway"": 17, ""surface"": 5, ""ref"": 5, ""name"": 3, ""oneway"": 1, ""ref:old"": 1, ""building"": 1, ""width"": 1}"
2023-11-12,7.0,93.0,3080.0,3979.0,1947.0,732.0,138.0,198.0,38.0,27.0,0.0,0.0,0.0,0.0,0.0,169.0,4.0,26.0,27.0,0.0,1.0,0.0,0.0,"{""id"": 1577, ""josm"": 1503}","{""building"": 169, ""highway"": 26, ""natural"": 2, ""water"": 2}","{""highway"": 27, ""name"": 12, ""surface"": 8, ""building"": 4, ""landuse"": 4, ""source"": 2, ""waterway"": 1, ""boundary"": 1, ""ref:old"": 1, ""admin_level"": 1, ""name:ne"": 1, ""ref"": 1}"
2023-11-13,6.0,122.0,3954.0,8682.0,2953.0,762.0,25.0,145.0,64.0,5.0,0.0,0.0,0.0,0.0,1.0,112.0,4.0,31.0,56.0,0.0,0.0,0.0,0.0,"{""josm"": 3445, ""id"": 509}","{""building"": 112, ""highway"": 31}","{""highway"": 56, ""name"": 9, ""building"": 4, ""landuse"": 3, ""source"": 3, ""surface"": 2, ""name:ne"": 2, ""ref"": 2, ""natural"": 1, ""ref:old"": 1, ""barrier"": 1}"
2023-11-14,7.0,270.0,9428.0,40897.0,8442.0,429.0,12.0,449.0,95.0,1.0,0.0,0.0,0.0,1.0,0.0,180.0,1.0,270.0,82.0,0.0,1.0,0.0,0.0,"{""josm"": 8369, ""id"": 1059}","{""highway"": 270, ""building"": 180, ""name"": 10, ""width"": 1}","{""highway"": 82, ""name"": 11, ""surface"": 7, ""natural"": 5, ""landuse"": 5, ""route"": 4, ""ref"": 3, ""foot"": 2, ""waterway"": 1, ""horse"": 1, ""boundary"": 1, ""admin_level"": 1, ""building"": 1, ""intermittent"": 1}"
2023-11-15,4.0,21.0,2778.0,23706.0,2644.0,65.0,0.0,53.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53.0,13.0,0.0,0.0,0.0,0.0,"{""josm"": 2778}","{""highway"": 53}","{""highway"": 13, ""landuse"": 2, ""source"": 2, ""natural"": 1, ""surface"": 1}"
2023-11-16,7.0,96.0,7068.0,44255.0,6034.0,752.0,17.0,176.0,88.0,1.0,0.0,0.0,0.0,0.0,0.0,58.0,1.0,117.0,77.0,0.0,2.0,0.0,0.0,"{""josm"": 6643, ""id"": 425}","{""highway"": 117, ""building"": 58, ""natural"": 1}","{""highway"": 77, ""surface"": 15, ""source"": 8, ""name"": 6, ""natural"": 4, ""landuse"": 3, ""waterway"": 2, ""description"": 1, ""building"": 1, ""ref"": 1}"
2023-11-17,6.0,95.0,6455.0,21631.0,4996.0,1133.0,39.0,206.0,78.0,3.0,0.0,0.0,0.0,0.0,1.0,125.0,4.0,77.0,62.0,0.0,5.0,0.0,0.0,"{""josm"": 6273, ""id"": 182}","{""building"": 125, ""highway"": 77, ""landuse"": 2}","{""highway"": 62, ""surface"": 8, ""waterway"": 5, ""natural"": 5, ""name"": 5, ""building"": 4, ""description"": 2, ""landuse"": 2, ""ford"": 1, ""motorroad"": 1, ""source"": 1}"
2023-11-18,6.0,69.0,6440.0,36224.0,4568.0,1557.0,122.0,96.0,82.0,13.0,0.0,2.0,0.0,0.0,1.0,12.0,33.0,77.0,43.0,2.0,2.0,0.0,0.0,"{""josm"": 6200, ""id"": 240}","{""highway"": 77, ""building"": 12, ""natural"": 3, ""waterway"": 2, ""boundary"": 1, ""layer"": 1, ""admin_level"": 1, ""bridge"": 1}","{""highway"": 43, ""building"": 33, ""name"": 5, ""boundary"": 5, ""admin_level"": 5, ""surface"": 5, ""source"": 3, ""ward"": 2, ""waterway"": 2, ""natural"": 2, ""ref:old"": 2, ""ref"": 2, ""type"": 2, ""name:ne"": 2, ""intermittent"": 1, ""crossing"": 1}"
2023-11-19,4.0,102.0,2203.0,8134.0,1874.0,117.0,33.0,149.0,25.0,5.0,0.0,0.0,0.0,0.0,0.0,111.0,1.0,35.0,20.0,0.0,1.0,0.0,0.0,"{""id"": 1653, ""josm"": 550}","{""building"": 111, ""highway"": 35, ""surface"": 7, ""natural"": 3, ""layer"": 2, ""tracktype"": 1}","{""highway"": 20, ""natural"": 2, ""name"": 2, ""waterway"": 1, ""layer"": 1, ""building"": 1, ""landuse"": 1, ""sac_scale"": 1}"
2023-11-20,5.0,19.0,395.0,400.0,339.0,26.0,2.0,20.0,8.0,0.0,0.0,0.0,0.0,1.0,1.0,5.0,0.0,7.0,2.0,8.0,6.0,0.0,0.0,"{""id"": 352, ""josm"": 43}","{""waterway"": 8, ""highway"": 7, ""building"": 5, ""ford"": 1, ""surface"": 1}","{""waterway"": 6, ""name"": 4, ""alt_name"": 2, ""highway"": 2, ""ford"": 1}"
